date,val
13 Ago 2012,12.19
14 Ago 2012,13.25
15 Ago 2012,13.5
16 Ago 2012,11.58
17 Ago 2012,11.61
18 Ago 2012,8.0
19 Ago 2012,10.1
20 Ago 2012,9.92
21 Ago 2012,9.81
22 Ago 2012,10.1
23 Ago 2012,10.6
24 Ago 2012,10.52
25 Ago 2012,10.61
26 Ago 2012,10.95
27 Ago 2012,10.94
28 Ago 2012,10.92
29 Ago 2012,10.78
30 Ago 2012,10.16
31 Ago 2012,9.97
01 Set 2012,10.2
02 Set 2012,10.53
03 Set 2012,10.38
04 Set 2012,11.0
05 Set 2012,11.18
06 Set 2012,11.0
07 Set 2012,11.04
08 Set 2012,11.02
09 Set 2012,11.17
10 Set 2012,11.33
11 Set 2012,11.36
12 Set 2012,11.4
12 Set 2012,11.4
13 Set 2012,11.67
14 Set 2012,11.75
15 Set 2012,11.87
16 Set 2012,11.89
17 Set 2012,12.25
18 Set 2012,12.57
19 Set 2012,12.28
20 Set 2012,12.37
21 Set 2012,12.24
22 Set 2012,12.19
23 Set 2012,12.1
24 Set 2012,12.2
25 Set 2012,12.27
26 Set 2012,12.31
27 Set 2012,12.39
28 Set 2012,12.36
29 Set 2012,12.4
30 Set 2012,12.4
01 Out 2012,12.84
02 Out 2012,12.89
03 Out 2012,12.85
04 Out 2012,12.69
05 Out 2012,12.51
06 Out 2012,11.8
07 Out 2012,11.78
08 Out 2012,11.9
09 Out 2012,12.12
10 Out 2012,12.03
11 Out 2012,12.0
12 Out 2012,11.86
13 Out 2012,11.74
14 Out 2012,11.84
15 Out 2012,11.85
16 Out 2012,11.81
17 Out 2012,11.94
18 Out 2012,11.74
19 Out 2012,11.74
20 Out 2012,11.63
21 Out 2012,11.71
22 Out 2012,11.65
23 Out 2012,11.65
24 Out 2012,10.86
25 Out 2012,10.17
26 Out 2012,10.26
27 Out 2012,10.7
28 Out 2012,10.6
29 Out 2012,10.89
30 Out 2012,11.2
31 Out 2012,10.57
01 Nov 2012,10.47
02 Nov 2012,10.64
03 Nov 2012,10.8
04 Nov 2012,10.75
05 Nov 2012,10.9
06 Nov 2012,10.92
07 Nov 2012,10.93
08 Nov 2012,10.82
09 Nov 2012,10.89
10 Nov 2012,10.87
11 Nov 2012,11.01
11 Nov 2012,11.01
12 Nov 2012,10.95
13 Nov 2012,10.95
14 Nov 2012,11.2
15 Nov 2012,11.75
16 Nov 2012,11.79
17 Nov 2012,11.65
18 Nov 2012,11.8
19 Nov 2012,11.73
20 Nov 2012,11.77
21 Nov 2012,12.42
22 Nov 2012,12.35
23 Nov 2012,12.41
24 Nov 2012,12.48
25 Nov 2012,12.25
26 Nov 2012,12.2
27 Nov 2012,12.35
28 Nov 2012,12.45
29 Nov 2012,12.57
30 Nov 2012,12.56
01 Dez 2012,12.5
02 Dez 2012,12.68
03 Dez 2012,13.41
04 Dez 2012,13.38
05 Dez 2012,13.3
06 Dez 2012,13.5
07 Dez 2012,13.42
08 Dez 2012,13.39
09 Dez 2012,13.43
10 Dez 2012,13.56
11 Dez 2012,13.7
12 Dez 2012,13.7
13 Dez 2012,13.6
14 Dez 2012,13.49
15 Dez 2012,13.3
16 Dez 2012,13.25
17 Dez 2012,13.3
18 Dez 2012,13.6
19 Dez 2012,13.52
20 Dez 2012,13.5
21 Dez 2012,13.37
22 Dez 2012,13.31
23 Dez 2012,13.38
24 Dez 2012,13.35
25 Dez 2012,13.47
26 Dez 2012,13.42
27 Dez 2012,13.42
28 Dez 2012,13.4
29 Dez 2012,13.45
30 Dez 2012,13.51
31 Dez 2012,13.3
01 Jan 2013,13.28
02 Jan 2013,13.4
03 Jan 2013,13.5
04 Jan 2013,13.44
05 Jan 2013,13.45
06 Jan 2013,13.59
07 Jan 2013,13.74
08 Jan 2013,13.77
09 Jan 2013,14.14
10 Jan 2013,14.14
10 Jan 2013,14.14
11 Jan 2013,14.24
12 Jan 2013,14.12
13 Jan 2013,14.3
14 Jan 2013,14.25
15 Jan 2013,14.73
16 Jan 2013,15.5
17 Jan 2013,15.7
18 Jan 2013,15.62
19 Jan 2013,15.7
20 Jan 2013,16.8
21 Jan 2013,17.26
22 Jan 2013,17.5
23 Jan 2013,16.9
24 Jan 2013,17.4
25 Jan 2013,17.88
26 Jan 2013,17.82
27 Jan 2013,18.72
28 Jan 2013,19.53
29 Jan 2013,19.7
30 Jan 2013,20.41
31 Jan 2013,20.5
01 Fev 2013,19.63
02 Fev 2013,20.59
03 Fev 2013,20.43
04 Fev 2013,20.6
05 Fev 2013,21.18
06 Fev 2013,22.15
07 Fev 2013,22.66
08 Fev 2013,23.65
09 Fev 2013,23.97
10 Fev 2013,24.65
11 Fev 2013,25.17
12 Fev 2013,24.2
13 Fev 2013,27.22
14 Fev 2013,27.1
15 Fev 2013,27.22
16 Fev 2013,26.81
17 Fev 2013,26.95
18 Fev 2013,29.42
19 Fev 2013,29.65
20 Fev 2013,29.75
21 Fev 2013,30.25
22 Fev 2013,29.8
23 Fev 2013,29.89
24 Fev 2013,30.4
25 Fev 2013,31.1
26 Fev 2013,30.9
27 Fev 2013,33.38
28 Fev 2013,34.5
01 Mar 2013,34.25
02 Mar 2013,34.5
03 Mar 2013,36.15
04 Mar 2013,40.33
05 Mar 2013,41.02
06 Mar 2013,42.0
07 Mar 2013,44.18
08 Mar 2013,46.85
09 Mar 2013,46.0
10 Mar 2013,48.4
11 Mar 2013,44.29
11 Mar 2013,44.29
12 Mar 2013,46.92
13 Mar 2013,47.17
14 Mar 2013,46.95
15 Mar 2013,47.0
16 Mar 2013,47.4
17 Mar 2013,51.6
18 Mar 2013,59.14
19 Mar 2013,64.49
20 Mar 2013,70.85
21 Mar 2013,69.87
22 Mar 2013,64.35
23 Mar 2013,71.5
24 Mar 2013,73.6
25 Mar 2013,78.5
26 Mar 2013,88.92
27 Mar 2013,86.18
28 Mar 2013,90.5
29 Mar 2013,92.19
30 Mar 2013,93.03
31 Mar 2013,104.0
01 Abr 2013,117.98
02 Abr 2013,135.0
03 Abr 2013,132.12
04 Abr 2013,142.32
05 Abr 2013,142.63
06 Abr 2013,162.3
07 Abr 2013,187.5
08 Abr 2013,230.0
09 Abr 2013,165.0
10 Abr 2013,124.9
11 Abr 2013,117.0
12 Abr 2013,93.0
13 Abr 2013,90.0
14 Abr 2013,82.39
15 Abr 2013,68.36
16 Abr 2013,93.07
17 Abr 2013,109.01
18 Abr 2013,118.48
19 Abr 2013,126.62
20 Abr 2013,119.2
21 Abr 2013,127.4
22 Abr 2013,143.48
23 Abr 2013,154.2
24 Abr 2013,141.71
25 Abr 2013,136.9
26 Abr 2013,128.0
27 Abr 2013,134.44
28 Abr 2013,144.0
29 Abr 2013,139.23
30 Abr 2013,116.38
01 Mai 2013,106.25
02 Mai 2013,98.1
03 Mai 2013,112.9
04 Mai 2013,115.98
05 Mai 2013,112.25
06 Mai 2013,109.6
